satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
0,Loyal Customer,61,Personal Travel,Eco,2060,3,2,3,4,1,3,1,1,1,1,4,2,4,1,31,21.0
0,disloyal Customer,26,Business travel,Business,2300,1,1,1,3,4,1,4,4,1,1,2,3,4,4,0,2.0
0,Loyal Customer,43,Personal Travel,Eco,1748,1,4,1,3,4,1,4,4,4,4,4,4,4,4,2,0.0
0,Loyal Customer,42,Personal Travel,Eco Plus,1418,3,5,3,5,2,5,1,4,4,3,4,4,4,4,19,19.0
0,Loyal Customer,40,Business travel,Business,3488,2,5,5,5,3,4,4,2,2,2,2,2,2,2,76,60.0
1,disloyal Customer,22,Business travel,Eco,2373,4,4,4,4,5,4,5,5,3,5,4,4,5,5,0,0.0
1,Loyal Customer,61,Personal Travel,Eco,691,2,2,2,2,4,4,5,4,4,4,4,4,4,5,11,0.0
0,Loyal Customer,29,Business travel,Business,2533,1,4,4,4,1,1,1,4,5,3,4,1,1,1,212,210.0
1,Loyal Customer,38,Business travel,Business,1862,1,1,4,1,2,5,4,5,5,5,5,4,5,4,56,64.0
0,disloyal Customer,29,Business travel,Eco,2113,3,3,3,3,5,3,5,5,3,4,4,4,4,5,58,38.0
0,Loyal Customer,31,Business travel,Eco,3007,2,1,3,1,2,2,2,2,2,1,4,1,4,2,0,0.0
0,Loyal Customer,42,Business travel,Business,2374,1,4,4,4,3,3,3,1,1,1,1,4,1,2,0,0.0
1,Loyal Customer,12,Personal Travel,Eco,1302,3,3,3,3,4,5,4,4,4,4,4,4,4,5,0,0.0
0,Loyal Customer,65,Personal Travel,Eco,1593,3,4,3,3,2,3,2,2,4,2,4,3,5,2,0,1.0
0,disloyal Customer,56,Business travel,Eco Plus,2380,3,3,3,3,4,3,3,4,2,5,1,4,4,4,0,0.0
1,Loyal Customer,45,Business travel,Business,2423,5,5,5,5,4,5,4,4,4,4,4,5,4,5,0,0.0
1,Loyal Customer,52,Business travel,Business,3653,4,4,4,4,1,3,4,5,5,5,5,2,5,5,30,25.0
1,Loyal Customer,39,Business travel,Business,1178,1,1,1,1,3,5,4,3,3,3,3,3,3,5,0,0.0
0,Loyal Customer,63,Personal Travel,Eco,2206,3,5,3,4,2,3,2,2,5,3,3,4,5,2,7,17.0
1,Loyal Customer,43,Business travel,Business,1468,4,4,4,4,3,5,5,5,5,5,5,5,5,3,0,0.0
1,Loyal Customer,29,Business travel,Business,2110,4,3,4,4,5,5,5,5,1,4,2,3,2,5,0,41.0
1,Loyal Customer,58,Business travel,Business,1628,4,4,4,4,2,3,5,5,5,5,5,5,5,4,0,0.0
0,disloyal Customer,29,Business travel,Eco,2882,4,4,4,5,3,4,3,3,1,1,4,1,3,3,1,0.0
0,Loyal Customer,44,Business travel,Business,1380,1,3,3,3,2,3,3,1,1,1,1,3,1,4,0,0.0
0,Loyal Customer,24,Business travel,Business,4792,3,2,2,2,3,3,3,3,2,3,4,2,4,3,8,3.0
1,disloyal Customer,28,Business travel,Business,2306,4,4,4,1,3,4,3,3,4,5,5,4,4,3,72,80.0
1,Loyal Customer,50,Business travel,Business,1833,1,1,1,1,3,4,4,3,3,3,3,4,3,3,45,41.0
1,Loyal Customer,42,Business travel,Business,2320,5,5,5,5,3,5,4,5,5,5,5,4,5,4,7,0.0
1,Loyal Customer,31,Personal Travel,Eco,2283,2,2,5,2,4,4,5,4,4,4,4,4,4,4,0,8.0
0,Loyal Customer,50,Business travel,Business,2162,1,2,2,2,1,4,4,1,1,1,1,3,1,1,6,0.0
0,disloyal Customer,36,Business travel,Eco,1655,4,0,4,2,1,4,1,1,5,2,1,1,3,1,10,2.0
0,Loyal Customer,71,Business travel,Eco,2326,3,3,2,3,3,3,3,4,3,3,4,3,3,3,222,208.0
1,Loyal Customer,10,Personal Travel,Business,1036,4,4,4,5,1,4,1,1,4,2,5,3,5,1,3,96.0
1,Loyal Customer,51,Business travel,Business,3615,5,5,5,5,2,4,5,5,5,5,5,5,5,5,0,3.0
0,Loyal Customer,46,Business travel,Business,1707,2,5,5,5,1,3,3,2,2,2,2,4,2,4,5,1.0
1,Loyal Customer,68,Personal Travel,Eco,71,2,2,2,2,2,5,4,3,3,3,3,3,3,3,0,0.0
0,Loyal Customer,67,Personal Travel,Eco,1948,2,3,3,3,2,3,2,2,4,1,4,2,3,2,0,0.0
1,Loyal Customer,26,Business travel,Business,5136,5,5,5,5,5,5,5,5,5,2,5,4,4,5,0,0.0
1,Loyal Customer,38,Business travel,Business,3542,5,5,5,5,3,5,5,3,3,4,4,5,3,4,0,0.0
1,Loyal Customer,45,Personal Travel,Eco Plus,886,2,2,2,2,4,4,4,4,3,3,4,4,5,4,1,6.0
0,disloyal Customer,30,Business travel,Business,1542,2,2,2,1,5,2,5,5,3,2,5,4,4,5,0,0.0
0,Loyal Customer,24,Personal Travel,Eco,2931,3,4,3,1,5,3,1,5,4,4,3,5,5,5,44,47.0
0,Loyal Customer,24,Business travel,Eco,1760,2,4,4,4,2,2,2,2,4,2,3,3,4,2,0,0.0
1,Loyal Customer,50,Business travel,Business,1520,2,2,4,2,3,1,4,5,5,5,5,2,5,4,0,0.0
0,Loyal Customer,46,Business travel,Eco Plus,2604,1,1,4,1,1,1,1,1,2,2,3,4,4,1,9,88.0
1,Loyal Customer,39,Business travel,Business,3012,2,2,2,2,3,4,5,5,5,5,5,5,5,3,0,0.0
1,Loyal Customer,58,Business travel,Business,3924,3,3,3,3,5,5,5,4,2,4,5,5,5,5,149,142.0
0,Loyal Customer,20,Personal Travel,Eco,1561,2,4,4,1,3,4,3,3,3,5,4,3,5,3,3,0.0
1,Loyal Customer,57,Business travel,Business,2682,1,1,1,1,3,5,2,4,4,4,4,1,4,1,0,0.0
0,disloyal Customer,22,Business travel,Eco,2002,2,4,2,3,3,2,3,3,5,2,4,3,4,3,10,6.0
1,Loyal Customer,33,Business travel,Business,264,1,1,1,1,5,5,1,4,4,4,4,4,4,1,0,0.0
0,disloyal Customer,14,Business travel,Eco,2216,4,1,4,3,1,4,5,1,1,3,3,3,4,1,55,45.0
1,Loyal Customer,51,Business travel,Business,2059,5,5,5,5,3,5,4,4,4,4,4,4,4,3,8,5.0
1,Loyal Customer,23,Personal Travel,Eco Plus,1796,5,5,5,1,3,5,1,3,1,1,3,3,3,3,0,0.0
1,Loyal Customer,40,Business travel,Business,1922,4,4,4,4,3,5,5,4,4,4,4,5,4,3,0,0.0
0,Loyal Customer,59,Business travel,Eco Plus,1187,1,1,1,1,2,1,2,2,1,3,4,1,4,2,0,0.0
0,Loyal Customer,9,Personal Travel,Eco,1926,2,2,3,2,3,3,3,3,1,5,3,1,3,3,0,0.0
0,Loyal Customer,33,Business travel,Business,2296,3,4,4,4,3,4,3,3,3,3,3,3,3,4,0,0.0
0,Loyal Customer,65,Personal Travel,Eco,1666,2,5,2,2,4,2,4,4,3,4,4,3,4,4,71,69.0
1,Loyal Customer,12,Personal Travel,Eco Plus,1794,5,4,5,4,4,4,4,4,3,5,5,4,5,4,0,0.0
1,Loyal Customer,18,Business travel,Business,1813,3,3,3,3,4,5,4,4,4,4,5,3,4,4,0,0.0
1,Loyal Customer,36,Personal Travel,Eco,1719,2,2,2,2,5,5,4,4,4,5,5,5,4,3,34,44.0
1,Loyal Customer,52,Business travel,Business,2494,1,1,2,1,5,4,5,5,5,5,5,4,5,5,0,0.0
0,Loyal Customer,54,Personal Travel,Eco,1408,1,4,1,1,2,1,2,2,5,5,4,3,5,2,11,7.0
1,Loyal Customer,40,Business travel,Business,3167,1,1,1,1,2,4,4,4,4,4,4,3,4,4,62,54.0
1,Loyal Customer,36,Business travel,Business,230,4,4,4,4,4,1,5,5,5,4,4,4,5,2,0,0.0
1,Loyal Customer,50,Business travel,Business,783,3,3,4,3,5,4,5,3,3,3,3,4,3,5,0,0.0
1,Loyal Customer,20,Personal Travel,Eco,2094,5,4,5,2,2,5,2,2,3,5,4,3,5,2,5,28.0
0,disloyal Customer,62,Business travel,Eco,1986,3,4,4,4,4,4,4,4,4,4,3,2,4,4,70,76.0
1,disloyal Customer,24,Business travel,Eco,1717,5,2,5,4,1,5,1,1,4,3,5,3,4,1,0,0.0
0,disloyal Customer,40,Business travel,Business,1970,3,4,4,1,5,4,5,5,4,5,4,4,4,5,35,30.0
1,Loyal Customer,54,Personal Travel,Eco,2134,5,5,5,5,5,5,5,5,5,2,4,4,5,5,4,16.0
1,Loyal Customer,41,Personal Travel,Eco,1903,4,3,4,2,2,4,2,2,4,3,2,3,3,2,0,0.0
0,disloyal Customer,62,Business travel,Eco,1747,2,2,2,3,3,2,3,3,2,3,3,1,2,3,0,0.0
0,Loyal Customer,55,Business travel,Business,2368,1,4,4,4,2,2,2,1,1,1,1,2,1,4,1,0.0
0,Loyal Customer,37,Business travel,Eco,1880,3,1,1,1,3,2,3,3,4,5,3,4,3,3,0,0.0
1,Loyal Customer,53,Business travel,Business,1835,3,3,3,3,2,4,5,5,5,5,5,4,5,4,0,17.0
1,Loyal Customer,26,Business travel,Business,4897,1,1,1,1,5,5,5,5,5,5,5,3,4,5,1,0.0
1,Loyal Customer,40,Personal Travel,Eco,3228,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,
0,disloyal Customer,12,Business travel,Eco,2081,2,2,2,4,2,2,2,2,4,2,3,2,3,2,4,6.0
0,disloyal Customer,38,Business travel,Eco,1689,3,2,3,4,4,3,1,4,2,5,4,3,4,4,119,117.0
1,Loyal Customer,56,Personal Travel,Eco,845,5,3,3,3,5,4,5,5,5,5,5,5,5,3,19,2.0
0,disloyal Customer,22,Business travel,Eco,1919,3,3,3,2,4,3,4,4,2,4,4,2,4,4,0,8.0
1,Loyal Customer,29,Business travel,Business,4676,1,1,1,1,5,5,5,5,5,4,4,4,5,5,3,0.0
1,Loyal Customer,36,Personal Travel,Eco,1498,3,3,3,3,2,4,5,3,3,4,3,5,3,3,0,0.0
0,Loyal Customer,39,Business travel,Business,867,3,3,3,3,1,4,3,3,3,3,3,4,3,4,77,66.0
1,Loyal Customer,34,Business travel,Business,3080,2,2,2,2,3,4,4,4,4,4,4,3,4,3,17,16.0
1,Loyal Customer,47,Business travel,Eco,2079,5,2,2,2,5,5,5,5,5,5,5,3,1,5,0,0.0
1,Loyal Customer,29,Business travel,Business,5389,3,3,5,3,4,4,4,4,4,5,5,5,4,4,53,46.0
1,Loyal Customer,22,Business travel,Business,1499,5,5,5,5,5,5,5,5,4,4,4,1,3,5,0,0.0
1,Loyal Customer,53,Business travel,Business,1478,1,1,1,1,5,5,4,5,5,5,5,3,5,4,12,18.0
1,Loyal Customer,33,Personal Travel,Business,1399,4,1,4,5,4,4,4,4,5,3,4,3,4,4,10,15.0
1,Loyal Customer,52,Business travel,Eco Plus,1703,5,2,2,2,5,5,5,5,2,2,2,1,3,5,0,0.0
0,Loyal Customer,14,Personal Travel,Eco,1956,1,0,1,4,4,1,4,4,5,4,4,4,5,4,39,37.0
0,Loyal Customer,36,Business travel,Business,1241,3,4,4,4,5,4,3,3,3,3,3,1,3,2,0,0.0
1,disloyal Customer,22,Business travel,Eco,1890,0,0,0,1,5,0,5,5,5,5,5,3,4,5,19,0.0
0,Loyal Customer,42,Personal Travel,Eco,2810,3,4,3,1,1,3,1,1,5,3,5,4,4,1,0,0.0
0,disloyal Customer,13,Personal Travel,Eco,2611,1,5,1,5,5,1,3,5,3,5,5,5,4,5,0,0.0
0,Loyal Customer,20,Personal Travel,Eco,2277,3,1,3,2,3,1,1,3,1,2,2,1,2,1,164,283.0
0,Loyal Customer,60,Personal Travel,Eco,3125,3,2,3,3,5,3,5,5,1,3,3,1,4,5,6,4.0
1,Loyal Customer,60,Business travel,Business,1975,4,4,4,4,5,5,5,5,5,5,5,4,5,4,24,26.0
0,disloyal Customer,20,Business travel,Eco,2096,3,3,3,4,5,3,3,5,3,5,5,2,3,5,0,0.0
1,Loyal Customer,55,Business travel,Business,3233,2,2,2,2,3,5,5,5,5,5,5,3,5,3,0,0.0
0,Loyal Customer,59,Business travel,Eco,3264,4,4,4,4,4,4,4,4,4,5,4,2,4,4,0,0.0
1,Loyal Customer,53,Business travel,Business,994,1,1,4,1,3,4,5,5,5,5,5,4,5,5,1,1.0
1,Loyal Customer,60,Business travel,Business,59,1,1,1,1,3,5,4,4,4,4,5,4,4,3,0,0.0
1,Loyal Customer,25,Personal Travel,Eco,2253,1,4,1,1,5,5,4,5,5,5,5,3,5,4,88,88.0
1,Loyal Customer,58,Business travel,Eco Plus,2213,3,4,4,4,3,3,3,3,4,1,3,3,4,3,0,19.0
1,Loyal Customer,19,Personal Travel,Eco,1725,0,0,0,3,2,3,2,2,3,1,4,3,4,2,0,0.0
1,Loyal Customer,57,Business travel,Business,2691,4,4,4,4,3,5,5,4,4,4,4,4,4,4,0,0.0
0,Loyal Customer,52,Business travel,Business,1421,4,2,2,2,1,2,2,4,4,4,4,2,4,1,48,19.0
0,Loyal Customer,40,Business travel,Business,604,3,2,2,2,3,4,4,3,3,3,3,1,3,3,80,69.0
1,Loyal Customer,54,Business travel,Business,3160,5,5,5,5,2,5,5,4,4,4,4,4,4,4,3,0.0
0,Loyal Customer,36,Business travel,Eco,2516,1,5,5,5,1,1,1,1,4,2,3,2,3,1,0,21.0
0,Loyal Customer,18,Personal Travel,Eco,2358,2,5,2,1,1,2,1,1,5,3,5,5,4,1,0,0.0
1,Loyal Customer,40,Business travel,Business,296,3,3,3,3,5,5,4,4,4,4,4,3,4,5,0,0.0
1,Loyal Customer,43,Business travel,Eco,1357,4,4,4,4,4,4,4,4,5,2,2,5,3,4,0,2.0
1,Loyal Customer,29,Business travel,Business,2835,5,5,5,5,3,4,3,3,4,4,3,5,5,3,0,0.0
1,Loyal Customer,26,Personal Travel,Eco,2820,2,2,2,2,2,4,4,5,5,5,5,5,5,3,0,0.0
0,Loyal Customer,67,Personal Travel,Eco,2320,2,2,2,4,5,2,5,5,4,4,3,4,3,5,0,0.0
1,Loyal Customer,18,Personal Travel,Eco,1984,0,4,0,3,2,0,2,2,4,2,5,5,5,2,0,0.0
1,Loyal Customer,67,Personal Travel,Eco,673,3,3,3,3,3,4,4,4,4,4,4,5,4,3,0,0.0
0,Loyal Customer,9,Personal Travel,Eco Plus,2399,3,2,3,3,5,3,5,5,4,3,2,4,3,5,15,0.0
0,Loyal Customer,24,Business travel,Eco,1978,2,1,1,1,2,2,4,2,1,5,4,2,4,2,10,4.0
1,Loyal Customer,56,Business travel,Business,2481,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0.0
1,Loyal Customer,42,Business travel,Business,1204,3,3,3,3,3,3,5,4,4,4,4,1,4,4,0,0.0
1,Loyal Customer,48,Personal Travel,Eco,841,4,4,4,4,3,5,3,5,5,5,5,4,5,5,0,16.0
1,Loyal Customer,45,Business travel,Business,2654,3,3,3,3,4,4,4,4,4,4,4,3,4,5,8,
0,Loyal Customer,24,Business travel,Business,3591,3,4,4,4,3,3,3,3,2,4,3,1,3,3,8,24.0
0,disloyal Customer,21,Business travel,Business,2180,2,3,2,4,2,2,1,2,1,1,4,3,4,2,79,71.0
1,Loyal Customer,40,Business travel,Business,498,5,5,5,5,3,5,3,5,5,5,5,3,5,4,0,0.0
0,disloyal Customer,22,Business travel,Business,2779,2,2,2,3,5,2,5,5,2,3,3,1,3,5,0,0.0
1,Loyal Customer,39,Business travel,Business,890,3,3,3,3,5,5,5,4,4,4,4,3,4,4,0,0.0
0,disloyal Customer,11,Business travel,Eco,1985,2,3,3,3,2,3,3,2,5,3,5,5,5,2,0,0.0
0,Loyal Customer,54,Business travel,Eco,2159,3,5,5,5,3,3,3,3,2,1,2,3,2,3,9,17.0
0,disloyal Customer,35,Business travel,Eco Plus,1445,1,2,2,3,1,2,1,1,2,4,3,3,2,1,13,11.0
1,Loyal Customer,62,Personal Travel,Eco,385,4,1,5,5,4,4,4,4,3,1,3,5,5,4,12,10.0
0,Loyal Customer,19,Business travel,Eco Plus,1584,1,5,5,5,1,1,2,1,3,3,3,1,3,1,0,0.0
1,Loyal Customer,55,Business travel,Business,1850,3,3,3,3,4,5,5,5,5,5,5,5,5,4,0,0.0
1,Loyal Customer,48,Business travel,Eco,108,5,3,3,3,1,2,1,5,5,5,5,1,5,2,0,0.0
1,disloyal Customer,19,Business travel,Business,1487,4,0,4,3,5,4,5,5,3,5,4,4,5,5,14,0.0
0,Loyal Customer,44,Business travel,Eco,414,4,5,5,5,2,3,4,4,4,4,4,3,4,2,0,0.0
1,Loyal Customer,26,Personal Travel,Eco,1995,5,5,5,5,5,5,5,4,4,3,5,5,3,5,0,0.0
1,Loyal Customer,41,Business travel,Business,2466,5,5,5,5,4,4,4,5,5,5,5,5,5,4,0,0.0
1,Loyal Customer,49,Business travel,Business,1748,3,3,3,3,3,5,4,3,3,3,3,4,3,4,17,0.0
1,Loyal Customer,51,Personal Travel,Eco,84,1,1,1,1,3,4,4,4,4,4,4,4,4,4,1,0.0
0,Loyal Customer,8,Personal Travel,Eco,2492,4,3,4,3,1,4,1,1,4,1,5,2,1,1,10,0.0
0,disloyal Customer,18,Business travel,Eco,2675,2,2,2,4,3,2,3,3,1,1,3,3,4,3,0,1.0
0,disloyal Customer,20,Business travel,Business,2184,3,2,3,2,5,3,5,5,3,2,3,2,3,5,0,0.0
1,Loyal Customer,55,Business travel,Business,3816,5,5,3,5,5,5,5,4,4,4,4,3,4,3,121,121.0
1,Loyal Customer,36,Business travel,Business,130,3,3,4,3,5,1,5,4,4,4,4,4,4,3,0,0.0
1,disloyal Customer,23,Business travel,Eco,1664,0,4,0,3,3,0,3,3,4,3,5,4,5,3,18,12.0
0,disloyal Customer,35,Business travel,Business,2063,2,2,2,5,2,2,2,2,3,3,4,3,4,2,0,0.0
1,Loyal Customer,47,Personal Travel,Eco,1098,4,4,4,4,5,5,5,5,4,2,4,5,5,5,3,6.0
0,disloyal Customer,22,Business travel,Business,2052,4,3,4,4,4,4,4,4,1,1,3,1,3,4,81,46.0
1,Loyal Customer,28,Business travel,Eco,1412,5,5,5,5,5,5,5,5,1,2,4,3,2,5,0,0.0
1,Loyal Customer,44,Business travel,Business,3026,4,4,4,4,3,5,5,4,4,4,4,4,4,5,0,0.0
0,Loyal Customer,54,Business travel,Eco,2269,3,3,4,3,3,3,3,3,4,4,1,1,2,3,0,0.0
0,Loyal Customer,32,Personal Travel,Eco Plus,1967,2,3,2,4,2,2,2,2,4,4,4,4,3,2,16,5.0
1,Loyal Customer,48,Personal Travel,Eco,471,5,3,5,1,2,5,2,2,2,5,2,2,2,5,13,18.0
0,disloyal Customer,23,Business travel,Eco,1739,1,5,0,4,2,0,2,2,3,3,4,4,5,2,0,0.0
1,Loyal Customer,33,Business travel,Business,2734,2,2,2,2,5,5,5,5,1,5,4,4,3,5,0,0.0
1,Loyal Customer,50,Business travel,Business,2526,5,5,5,5,3,3,4,5,5,5,5,3,5,3,42,6.0
0,Loyal Customer,38,Personal Travel,Eco,1899,2,1,2,3,2,2,2,2,4,2,3,1,3,2,0,0.0
0,Loyal Customer,30,Business travel,Eco,1842,3,3,5,5,3,2,3,3,3,2,4,3,4,3,6,0.0
1,disloyal Customer,26,Business travel,Business,2131,5,5,5,1,3,5,3,3,4,4,5,4,5,3,17,22.0
1,Loyal Customer,31,Personal Travel,Eco,2959,1,1,1,1,3,4,2,5,5,5,5,5,5,3,120,88.0
0,disloyal Customer,36,Business travel,Business,1808,3,3,3,3,3,3,3,3,4,5,5,4,5,3,0,0.0
1,Loyal Customer,49,Business travel,Business,2065,1,1,1,1,3,4,1,5,5,5,5,1,5,2,5,0.0
0,Loyal Customer,36,Personal Travel,Eco,1308,1,5,1,3,1,1,1,1,3,2,4,4,1,1,0,2.0
1,Loyal Customer,60,Personal Travel,Eco,1987,5,4,4,4,4,4,4,4,1,3,3,4,2,4,0,0.0
0,Loyal Customer,46,Business travel,Eco,645,4,1,1,1,5,4,3,4,4,4,4,2,4,3,0,0.0
0,disloyal Customer,36,Business travel,Eco,2078,4,4,4,5,5,4,5,5,5,3,2,5,3,5,0,7.0
1,Loyal Customer,62,Personal Travel,Eco,972,2,2,2,2,5,5,5,5,5,2,5,3,5,5,41,42.0
0,Loyal Customer,68,Business travel,Eco,2482,1,4,2,4,5,4,4,1,1,1,1,1,1,2,0,0.0
1,Loyal Customer,35,Business travel,Business,735,5,5,5,5,4,4,5,5,5,5,5,3,5,5,0,0.0
0,Loyal Customer,29,Personal Travel,Eco Plus,1937,2,5,2,3,4,2,1,4,5,4,4,5,4,4,5,6.0
1,Loyal Customer,54,Business travel,Business,2557,2,2,2,2,2,4,5,2,2,3,2,4,2,3,3,0.0
1,Loyal Customer,41,Business travel,Eco Plus,694,5,2,2,2,2,2,4,5,5,5,5,5,5,4,0,0.0
1,Loyal Customer,56,Business travel,Business,1960,3,3,3,3,5,4,4,5,5,5,5,5,5,5,12,16.0
0,Loyal Customer,11,Personal Travel,Eco,1284,2,2,2,4,1,2,1,1,1,3,3,4,3,1,2,0.0
0,disloyal Customer,39,Business travel,Business,1813,2,2,2,4,2,2,2,2,2,5,4,3,4,2,0,0.0
0,Loyal Customer,30,Personal Travel,Eco,1582,1,0,0,3,1,0,1,1,2,4,3,5,1,1,0,2.0
1,Loyal Customer,44,Business travel,Business,2216,5,5,5,5,2,5,4,5,5,5,5,4,5,3,47,35.0
1,Loyal Customer,60,Business travel,Business,2885,1,1,1,1,4,4,4,3,3,3,3,3,3,5,0,2.0
0,disloyal Customer,43,Business travel,Eco,1938,3,1,3,4,2,3,2,2,4,1,4,3,3,2,29,35.0
1,disloyal Customer,21,Business travel,Business,2379,4,0,4,2,5,4,5,5,5,3,4,4,4,5,0,3.0
1,Loyal Customer,62,Personal Travel,Eco Plus,88,3,3,3,3,2,5,4,3,3,4,5,3,3,3,0,0.0
1,disloyal Customer,22,Business travel,Business,1389,5,0,5,2,4,0,4,4,4,3,5,4,5,4,0,0.0
0,Loyal Customer,67,Personal Travel,Eco,3782,1,4,1,4,1,3,3,3,5,5,4,3,5,3,0,0.0
0,disloyal Customer,29,Business travel,Eco,4225,2,2,2,3,4,2,4,4,4,1,3,4,3,4,0,0.0
0,Loyal Customer,53,Personal Travel,Eco,761,3,5,3,4,5,5,4,5,5,3,5,4,5,3,0,9.0
1,Loyal Customer,24,Personal Travel,Eco,2200,5,5,5,5,4,5,4,5,5,5,5,5,5,5,0,0.0
1,Loyal Customer,39,Business travel,Business,1483,2,2,2,2,4,5,4,3,3,3,3,4,3,4,7,7.0
1,Loyal Customer,35,Business travel,Business,1112,3,3,3,3,1,5,1,4,4,5,4,4,4,1,0,10.0
1,Loyal Customer,38,Business travel,Eco,1143,3,3,3,3,3,4,3,3,4,3,2,5,5,3,11,17.0
0,disloyal Customer,38,Business travel,Eco Plus,1795,2,2,2,1,4,2,4,4,1,1,5,3,4,4,0,0.0
0,disloyal Customer,33,Business travel,Eco,1646,1,0,1,4,5,1,5,5,3,3,3,4,2,5,0,0.0
1,Loyal Customer,41,Business travel,Business,2670,4,4,4,4,3,5,4,5,5,5,5,3,5,5,7,0.0
0,Loyal Customer,53,Personal Travel,Eco,1320,1,5,1,3,3,1,3,3,3,2,5,4,4,3,7,18.0
1,Loyal Customer,42,Business travel,Eco,2174,5,1,1,1,5,5,5,5,2,3,1,5,3,5,0,0.0
1,Loyal Customer,56,Business travel,Eco,980,3,1,1,1,1,4,3,3,3,3,3,1,3,1,66,57.0
1,Loyal Customer,24,Personal Travel,Eco,1765,4,2,2,2,4,4,4,2,5,3,1,4,5,4,2,0.0
1,Loyal Customer,35,Personal Travel,Business,985,3,3,3,3,2,4,4,4,4,4,4,3,4,4,0,0.0
0,disloyal Customer,29,Business travel,Business,1688,4,4,4,3,4,4,4,4,1,3,2,2,2,4,0,0.0
1,disloyal Customer,24,Business travel,Business,2037,4,5,3,4,2,3,2,2,3,3,5,4,5,2,9,3.0
1,Loyal Customer,44,Business travel,Eco,280,3,1,1,1,5,1,2,2,2,3,2,4,2,5,0,0.0
1,Loyal Customer,47,Business travel,Business,3231,5,5,5,5,4,5,4,5,5,5,5,5,5,5,1,0.0
1,Loyal Customer,47,Business travel,Business,3648,2,2,2,2,4,4,5,5,5,5,5,3,5,3,1,0.0
1,Loyal Customer,39,Business travel,Business,1583,2,2,2,2,3,4,4,4,4,4,4,3,4,5,0,0.0
0,Loyal Customer,49,Business travel,Eco,1764,3,2,2,2,3,3,3,3,1,3,4,2,3,3,21,26.0
0,disloyal Customer,51,Business travel,Eco,2496,4,1,4,4,5,4,5,5,1,3,3,3,3,5,0,26.0
0,Loyal Customer,59,Business travel,Eco,2124,3,5,5,5,3,3,3,3,1,1,3,4,3,3,4,0.0
0,Loyal Customer,42,Personal Travel,Eco Plus,3190,2,1,2,2,2,2,2,2,4,5,1,2,3,2,0,0.0
1,Loyal Customer,22,Business travel,Eco Plus,1542,0,5,0,2,3,0,3,3,5,3,3,1,2,3,0,0.0
0,Loyal Customer,34,Business travel,Business,3870,1,1,1,1,2,3,3,1,1,1,1,2,1,3,0,0.0
0,Loyal Customer,44,Business travel,Eco,1885,2,2,4,2,1,2,1,1,1,1,3,1,2,1,56,48.0
1,Loyal Customer,20,Personal Travel,Eco,1984,2,2,2,2,5,4,5,4,4,4,4,5,4,4,0,0.0
0,Loyal Customer,37,Business travel,Business,253,3,2,3,2,1,2,2,3,3,3,3,3,3,3,14,18.0
1,Loyal Customer,45,Business travel,Business,310,2,2,2,2,4,4,4,4,4,4,4,3,4,5,0,0.0
1,Loyal Customer,40,Business travel,Business,1130,2,2,2,2,1,2,2,4,4,4,4,3,4,1,0,3.0
0,Loyal Customer,35,Personal Travel,Business,401,1,5,5,5,2,5,4,4,4,5,3,4,4,4,0,0.0
1,Loyal Customer,59,Business travel,Business,3640,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,4.0
1,Loyal Customer,25,Business travel,Business,2621,2,2,3,2,4,4,4,4,5,5,5,4,4,4,0,0.0
1,Loyal Customer,39,Business travel,Business,2972,5,5,5,5,5,4,4,3,3,4,3,3,3,3,0,0.0
0,disloyal Customer,22,Business travel,Eco,1246,2,3,2,1,3,2,3,3,2,2,2,5,1,3,0,4.0
1,Loyal Customer,59,Business travel,Business,1395,2,2,2,2,2,5,5,5,5,5,5,5,5,5,10,2.0
1,Loyal Customer,41,Business travel,Business,1944,5,5,1,5,5,3,3,4,4,4,5,1,4,4,41,25.0
1,Loyal Customer,39,Business travel,Business,266,4,4,4,4,4,4,4,5,5,5,5,1,5,1,0,0.0
1,Loyal Customer,51,Business travel,Business,440,5,5,5,5,2,4,5,5,5,5,5,4,5,3,0,0.0
0,Loyal Customer,53,Personal Travel,Eco,2349,2,5,2,4,3,2,3,3,5,4,1,5,2,3,0,0.0
1,Loyal Customer,39,Business travel,Business,1646,2,2,2,2,5,5,5,4,4,4,4,3,4,3,17,0.0
0,Loyal Customer,47,Personal Travel,Eco,2320,1,4,1,2,2,1,2,2,5,3,4,5,5,2,0,0.0
0,disloyal Customer,39,Business travel,Business,3793,2,2,2,4,3,2,3,3,3,5,3,3,4,3,19,0.0
0,Loyal Customer,46,Personal Travel,Eco,1813,2,3,2,4,4,2,4,4,1,2,3,2,4,4,2,0.0
0,disloyal Customer,25,Business travel,Business,2421,1,0,1,4,5,1,5,5,4,5,4,3,4,5,0,0.0
1,Loyal Customer,56,Business travel,Business,1477,5,5,5,5,4,4,4,5,5,5,5,3,5,3,0,0.0
1,Loyal Customer,48,Business travel,Business,2512,0,0,0,1,3,4,4,1,1,1,1,5,1,4,25,19.0
